towerid;Latitudine;Longitudine;active;eNb;seNb;status;type;Nomesito;contributo;Bande
KYPRCSQWQS;45.761851;9.282078;Attivo;118029;Non presente;Non verificato;0;Costa Masnaga;SYSTEM;~B20~
FOPYTGPDJX;45.7876205;9.33752605;Attivo;118031;Non presente;Verificato;0;Oggiono;Preg;~B20~
RGAXCQQHIM;45.8042735;9.292798;Attivo;118036;Non presente;Non verificato;0;   Bosisio Parini;SYSTEM;~B20~
MPSWLMMELC;45.818625;9.3350385;Attivo;118037;Non presente;Non verificato;0;Civate;SYSTEM;~B20~
NJUOQAQPPL;45.8468;9.363983;Attivo;118038;Non presente;Non verificato;0;Valmadrera;SYSTEM;~B20~
YXQKPCHOKD;45.9155;9.318457;Attivo;118040;Non presente;Non verificato;0;Mandello del Lario;SYSTEM;~B20~
SRDBQAAFNB;46.044507;9.398549;Attivo;118043;Non presente;Non verificato;0;Paglio;SYSTEM;~B20~
RIMTOGDAUP;45.715274;9.32465033;Attivo;118046;Non presente;Non verificato;0;ViganÃ²;SYSTEM;~B20~
CMMSDLHJFB;46.0612765;9.3024285;Attivo;118048;Non presente;Non verificato;0;Bellano;SYSTEM;~B20~
OQBWBBQFMD;45.717105;9.41764433;Attivo;118054;Non presente;Non verificato;0;   Merate;SYSTEM;~B20~
RVXCNDCLJL;45.7896086;9.28248033;Attivo;118058;Non presente;Non verificato;0;   Bosisio Parini;SYSTEM;~B20~
SBFLQSKNPL;45.854254;9.4050065;Attivo;118075;Non presente;Non verificato;0;Lecco;SYSTEM;~B20~
XHTTQFILFN;45.3156431;9.50376561;Attivo;120001;Non presente;Verificato;0;Lodi Centro;lucamonte;~B20~
VPKIWUGCON;45.3016882;9.50166423;Attivo;120002;Non presente;Verificato;0;Lodi Albarola CP ENEL;lucamonte;~B7~~B20~
KXHCSWEPCX;45.3073059;9.49949037;Attivo;120003;Non presente;Verificato;0;Lodi Via Fascetti;lucamonte;~B20~
YFWRJWGWBU;45.321072;9.51120832;Attivo;120005;Non presente;Verificato;0;Lodi Revellino;lucamonte;~B20~
PQAPBSCOCH;45.3112366;9.49604019;Attivo;120006;Non presente;Verificato;0;Lodi Stazione;lucamonte;~B20~
PHOHPUFBOO;45.3046492;9.51225806;Attivo;120007;Non presente;Verificato;0;Lodi Viale Piacenza;lucamonte;~B20~
TRUSFLDFFG;45.3240593;9.4992741;Attivo;120008;Non presente;Verificato;0;Lodi Vecchio Bersaglio;lucamonte;~B20~
ABBJJUPPUU;45.2992;9.48677;Attivo;120009;Non presente;Verificato;0;Lodi Marescalca;lucamonte;~B20~
MBAMGACPSE;45.1595428;9.68858703;Attivo;120012;Non presente;Verificato;0;Codogno 2;lucamonte;~B20~
QYVHSIXYNW;45.3085195;9.41799543;Attivo;120013;Non presente;Verificato;0;Lodi Vecchio;lucamonte;~B20~
JMMBHBROSK;45.23896;9.40337;Attivo;120014;Non presente;Verificato;0;S. Angelo Lodigiano;lucamonte;~B20~
QADAVQDJQX;45.21641;9.49304;Attivo;120015;Non presente;Verificato;0;Borghetto Lodigiano;lucamonte;~B20~
CCCUXLOPWJ;45.1624211;9.71260706;Attivo;120018;Non presente;Verificato;0;Codogno Cimitero;lucamonte;~B20~
HCAGAGIKPD;45.28737;9.46444;Attivo;120020;Non presente;Verificato;0;Cornegliano Laudense;lucamonte;~B20~
FIONUEKYOF;45.266335;9.49614;Attivo;120034;Non presente;Verificato;0;   Massalengo;lucamonte;~B20~
BSYALMMLPR;45.3564985;9.387592;Attivo;120035;Non presente;Non verificato;0;   Casalmaiocco;SYSTEM;~B20~
QIGDBXUITP;45.3222288;9.46828418;Attivo;120039;Non presente;Verificato;0;Lodi San Grato;lucamonte;~B20~
HAJLJLFIVN;45.0794005;9.71215739;Attivo;120045;Non presente;Verificato;0;   San Rocco al Porto;lucamonte;~B20~
MBRJDQXUDL;45.42725;9.43116;Attivo;120047;Non presente;Verificato;0;Merlino;lucamonte;~B20~
QGUGVIPUSM;45.17174;9.66251;Attivo;120051;Non presente;Verificato;0;Casalpusterlengo;lucamonte;~B20~
JWTXBSASPL;45.13318;9.76458;Attivo;120054;Non presente;Verificato;0;Corno Giovine;lucamonte;~B20~
YAFIPBGLGI;45.10866;9.85228;Attivo;120055;Non presente;Verificato;0;"Castelnuovo Bocca d&apos;Adda";lucamonte;~B20~
LNDYQONVVF;45.4663247;9.18848466;Attivo;122001;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
YTIVVXBIKR;45.4713275;9.19257807;Attivo;122002;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
RRINPTHCYL;45.4619431;9.19375946;Attivo;122003;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
MEKEDGNXDA;45.4662483;9.19784889;Attivo;122005;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
QYJYQCBTQI;45.4629391;9.20091294;Attivo;122006;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
FIYXFYPROI;45.477042;9.20675516;Attivo;122008;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
ETHUJEOJDU;45.4692911;9.20489428;Attivo;122009;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
LJEHDGBJWP;45.4664804;9.21291375;Attivo;122010;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
KGOSKWYCFT;45.4564913;9.20593881;Attivo;122011;Non presente;Verificato;0;Milano;AlexTies;~B20~
DELMDBPBRJ;45.4518518;9.21332838;Attivo;122012;Non presente;Verificato;0;Milano;AlexTies;~B20~
GXECCIEUSI;45.4801634;9.21741402;Attivo;122013;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
HXKUNQLYNJ;45.4732126;9.21508878;Attivo;122014;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
WTIIMFJLUB;45.455647;9.22018863;Attivo;122016;Non presente;Verificato;0;Milano;AlexTies;~B20~
VFGIISWYNR;45.4814634;9.22528621;Attivo;122018;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
HAEMYHIOOO;45.4760431;9.22614018;Attivo;122019;Non presente;Verificato;0;Milano;lucamonte;~B20~
HJWCWABYCJ;45.4687481;9.22472053;Attivo;122020;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
KIKYANNSXT;45.4503462;9.22223854;Attivo;122021;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
FJMEUGOPUB;45.4885779;9.22961062;Attivo;122022;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
EHRUBKBAFK;45.5861493;9.28511878;Attivo;122023;Non presente;Verificato;0;Monza;Preg;~B20~
LIAIJDJMEF;45.4739956;9.23054931;Attivo;122024;Non presente;Verificato;0;Milano;lucamonte;~B20~
XXWVDGXCFB;45.4906071;9.23682391;Attivo;122026;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
VCLOIQNGDG;45.4839164;9.24334731;Attivo;122027;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
FGGCGNAWWX;45.536027;9.294495;Attivo;122028;Non presente;Verificato;0;Cologno dep. M2;Preg;~B20~
RRYXXFJPVY;45.4663358;9.2283922;Attivo;122029;Non presente;Non verificato;0;Milano;SYSTEM;~B7~~B3~~B20~
PPIFNKGHLO;45.44803;9.24195401;Attivo;122030;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
DKAWLNSUAG;45.5022284;9.26524208;Attivo;122031;Non presente;Verificato;0;Milano 2 H S. Raffaele;Preg;~B20~
YBEHWIOGFY;45.4853175;9.26830013;Attivo;122032;Non presente;Verificato;0;Segrate Redecesio;Preg;~B20~
RLHEOADUUI;45.4625775;9.2797966;Attivo;122033;Non presente;Verificato;0;Milano Linate Airport;AlexTies;~B7~~B20~
YMOBXKUPDR;45.4721005;9.1815443;Attivo;122034;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
FSKWUTQPHN;45.475483;9.18729043;Attivo;122035;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
FNRDVGNLTN;45.4795535;9.19507913;Attivo;122037;Non presente;Verificato;0;Milano;AlexTies;~B20~
SFIOSPLJJQ;45.4814702;9.20025366;Attivo;122038;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
GFUSGRVGST;45.4825068;9.20878372;Attivo;122039;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
TDBDXUMLNF;45.4813988;9.17151054;Attivo;122040;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
SFPPNJLRDQ;45.4822591;9.1867498;Attivo;122041;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
EKRNOINJEV;45.4840505;9.20215916;Attivo;122042;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
JUHWRGVWWU;45.4858091;9.20971535;Attivo;122043;Non presente;Verificato;0;Milano;AlexTies;~B20~
VCNHBWDOGF;45.4865863;9.21627198;Attivo;122044;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
MPLIKUUWLE;45.4850077;9.16099922;Attivo;122045;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
DGPQGSSMVM;45.4900565;9.19076063;Attivo;122047;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
BGDCECFOOT;45.4906278;9.20267849;Attivo;122048;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
CHAXXIETTL;45.4922644;9.15441948;Attivo;122051;Non presente;Verificato;0;mpty;lucamonte;~B7~~B20~
NDXBLBQGMK;45.4976308;9.17416684;Attivo;122053;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
WKUCCXAMFH;45.4966505;9.18884803;Attivo;122054;Non presente;Verificato;0;Milano;lucamonte;~B20~
RXGIGUBWJB;45.5003239;9.19644748;Attivo;122055;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
AEAFHSNCBF;45.4941828;9.20828723;Attivo;122056;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
VCDEPFDQSB;45.4995541;9.15083492;Attivo;122057;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
HYVDRKEBLG;45.4991421;9.18338376;Attivo;122059;Non presente;Verificato;0;Milano;lucamonte;~B20~
OVIYNTHTLP;45.5062774;9.20113002;Attivo;122060;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
BBEMCVPHGW;45.5021357;9.21065974;Attivo;122061;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
DJPVFUIORU;45.5068366;9.22512016;Attivo;122062;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
LFRPKSLSNN;45.5032636;9.1763804;Attivo;122064;Non presente;Verificato;0;Milano;lucamonte;~B20~
DYNNDYPMKN;45.5079807;9.18482287;Attivo;122065;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
MAOLFKRBXJ;45.5119011;9.22380528;Attivo;122067;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
FVEEOIRTHJ;45.508882;9.246709;Attivo;122068;Non presente;Verificato;0;Milano;Preg;~B20~
HNNARLJKUX;45.5144339;9.14732216;Attivo;122069;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
SWTOGMEJSQ;45.5204462;9.1480529;Attivo;122072;Non presente;Verificato;0;Novate Milanese;Preg;~B7~~B20~
XGYJOURNNN;45.5381505;9.18803146;Attivo;122073;Non presente;Verificato;0;Bresso CENTRO;Preg;~B20~
GYQEFYMODJ;45.5375903;9.23062026;Attivo;122074;Non presente;Verificato;0;Sesto Centro;Preg;~B20~
TQUFJQPJBN;45.5205739;9.24020325;Attivo;122075;Non presente;Verificato;0;Sesto Monumentale;Preg;~B20~
HDJDFNDKLM;45.4665118;9.184712;Attivo;122076;Non presente;Non verificato;0;Milano;SYSTEM;~B7~~B20~
IYAYGNQYFL;45.4601227;9.17292761;Attivo;122078;Non presente;Verificato;0;   Milano;AlexTies;~B7~~B20~
NFXNBMIAUG;45.4611795;9.18967481;Attivo;122079;Non presente;Verificato;0;Milano;AlexTies;~B20~
ELMLQICOET;45.4562339;9.15774944;Attivo;122080;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
PFNJDUGVPK;45.6112647;9.24205636;Attivo;122081;Non presente;Verificato;0;Lissone Centro;Preg;~B20~
PJVPERCRFY;45.4576607;9.17954482;Attivo;122082;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
KSUAXIQBOB;45.4569627;9.18561085;Attivo;122083;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
FKJESUKSGW;45.4531967;9.19182076;Attivo;122084;Non presente;Verificato;0;Milano;AlexTies;~B20~
WVGQMKOBSF;45.450927;9.1410775;Attivo;122085;Non presente;Non verificato;0;   Milano;SYSTEM;~B3~~B20~
BBDDYIGJCW;45.4500489;9.16944173;Attivo;122086;Non presente;Verificato;0;Milano;AlexTies;~B20~
XXTQQIPKBS;45.4516499;9.17872021;Attivo;122087;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
OBQJKOLCGO;45.4476747;9.18627838;Attivo;122088;Non presente;Verificato;0;Milano;AlexTies;~B20~
SUHIPRQRBJ;45.4489158;9.1993656;Attivo;122089;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
VNEMGKGPPT;45.4528842;9.20412074;Attivo;122090;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
WSAWVJKQAA;45.4475605;9.15857642;Attivo;122091;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
KACHMXIWEU;45.4477847;9.17390492;Attivo;122092;Non presente;Verificato;0;Milano;AlexTies;~B20~
YOPOXYNJTM;45.4472658;9.20793925;Attivo;122093;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
BNLEYVGTFQ;45.445275;9.1329418;Attivo;122094;Non presente;Non verificato;0;Milano;SYSTEM;~B7~~B20~
JXCRTBTAEH;45.4445581;9.1402553;Attivo;122095;Non presente;Non verificato;0;Milano;SYSTEM;~B7~~B20~
STEDTQVYIM;45.4440511;9.16325665;Attivo;122096;Non presente;Verificato;0;Milano;lucamonte;~B7~~B3~~B20~
CGPXEXMKLT;45.4440675;9.18077768;Attivo;122097;Non presente;Verificato;0;Milano;AlexTies;~B20~
FJEVMWMKGN;45.439394;9.1900173;Attivo;122098;Non presente;Non verificato;0;   Milano;SYSTEM;~B7~~B3~~B20~
FTQQTIIYFQ;45.4423533;9.19983569;Attivo;122099;Non presente;Verificato;0;Milano;AlexTies;~B7~~B3~~B20~
DKMOUMECCW;45.4407295;9.22378063;Attivo;122100;Non presente;Verificato;0;Milano;lucamonte;~B3~~B20~
PNFTTHXHIH;45.4375041;9.15556452;Attivo;122101;Non presente;Verificato;0;Milano;lucamonte;~B7~~B3~~B20~
RUYOXJKMKP;45.4382677;9.1763026;Attivo;122102;Non presente;Non verificato;0;   Milano;SYSTEM;~B7~~B3~~B20~
EFVHHONTXQ;45.4322393;9.1541872;Attivo;122104;Non presente;Verificato;0;Milano;lucamonte;~B7~~B3~~B20~
OWTULWLTGW;45.4272012;9.17642402;Attivo;122105;Non presente;Verificato;0;Milano;lucamonte;~B7~~B3~~B20~
MENOKMQCOA;45.4291466;9.200613;Attivo;122106;Non presente;Non verificato;0;   Milano;SYSTEM;~B3~
SEIRKEIVUK;45.4084638;9.176379;Attivo;122107;Non presente;Non verificato;0;Milano;SYSTEM;~B7~~B20~
CTMAPJEHNV;45.4207913;9.27171269;Attivo;122108;Non presente;Verificato;0;San Donato M. De Gasperi;Preg;~B20~
NPXVILFSDI;45.4760001;9.17132973;Attivo;122110;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
ABHYLHHQPH;45.4680655;9.16772487;Attivo;122111;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
DLDFXJGENT;45.4669385;9.16648872;Attivo;122112;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
EODVOOVNEO;45.4799055;9.16046405;Attivo;122113;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
BCCUOOIJGK;45.4714449;9.15961305;Attivo;122114;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
MRAYQRNCKS;45.459496;9.15520257;Attivo;122115;Non presente;Verificato;0;Milano;AlexTies;~B20~
GMGSIGTAYI;45.4861275;9.15427562;Attivo;122116;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
AGXNXAXWPW;45.467892;9.15241527;Attivo;122118;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
WNCCMURGTQ;45.4618323;9.148044;Attivo;122119;Non presente;Non verificato;0;Milano;SYSTEM;~B20~
IVJCFFSUNO;45.4531641;9.15010927;Attivo;122120;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
IQDXVTWNRC;45.4811869;9.14406357;Attivo;122121;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
CWRFTFUILM;45.4645291;9.1399393;Attivo;122123;Non presente;Non verificato;0;Milano;SYSTEM;~B7~~B20~
HEDLDFHFSX;45.4560078;9.14656857;Attivo;122124;Non presente;Verificato;0;Milano;lucamonte;~B7~~B3~~B20~
YOCFGSYSHJ;45.4685495;9.1308366;Attivo;122126;Non presente;Non verificato;0;Milano;SYSTEM;~B7~~B20~
XPOMESRYRN;45.4568826;9.1335134;Attivo;122127;Non presente;Non verificato;0;Milano;SYSTEM;~B7~~B20~
FNWJPNHOTB;45.4888167;9.12723878;Attivo;122129;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
AYBSPMMGXH;45.4845829;9.11729442;Attivo;122130;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
KDFQVCXQVC;45.45971;9.112056;Attivo;122132;Non presente;Non verificato;0;Milano;SYSTEM;~B20~
ABPMFVNEFH;45.460789;9.0825571;Attivo;122134;Non presente;Non verificato;0;Milano;SYSTEM;~B7~~B20~
OVJVNJWLIC;45.4394493;9.090489;Attivo;122135;Non presente;Non verificato;0;Cesano Boscone;SYSTEM;~B20~
OSLOLYTMNL;45.4671902;9.17672043;Attivo;122136;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
YBVCJCGYUR;45.4835114;9.17902845;Attivo;122138;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
PKXVQUHFFJ;45.4998419;9.22757614;Attivo;122140;Non presente;Verificato;0;Milano;lucamonte;~B20~
RTQUBJDKHR;45.4824588;9.2356038;Attivo;122141;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
TASLYQGJUL;45.4781747;9.25636533;Attivo;122142;Non presente;Verificato;0;Milano Rubattino;Preg;~B7~~B20~
QWXNOWILJM;45.4398522;9.21033763;Attivo;122143;Non presente;Verificato;0;Milano;AlexTies;~B7~~B3~~B20~
CTOVQSEJLJ;45.4735579;9.11602954;Attivo;122144;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
IUYHDDEBLE;45.4998409;9.12397918;Attivo;122145;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
SYYARHQSQR;45.4974566;9.14001863;Attivo;122146;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
NCWGPHTTXA;45.5209101;9.1926688;Attivo;122147;Non presente;Non verificato;0;Milano;SYSTEM;~B7~~B20~
MKKSOYDLIX;45.5216809;9.21147181;Attivo;122148;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
MVUPCPKJLR;45.511518;9.259577;Attivo;122149;Non presente;Verificato;0;Milano;Preg;~B7~~B20~
EILAWOPBQS;45.4304441;9.24752626;Attivo;122150;Non presente;Verificato;0;Milano Rogoredo A51;Preg;~B7~~B20~
NSAPLHJMHD;45.4464233;9.10553;Attivo;122153;Non presente;Non verificato;0;Cesano Boscone;SYSTEM;~B20~
YIRSKJFKOJ;45.5366143;9.17181491;Attivo;122155;Non presente;Verificato;0;Cormano Brusuglio;Preg;~B20~
EDTNTJAUBD;45.5252151;9.23139568;Attivo;122156;Non presente;Verificato;0;Sesto Marelli;Preg;~B7~~B20~
BYWXOBKJQT;45.476087;9.18425083;Attivo;122157;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
IKIKDUTJQW;45.4620582;9.20791006;Attivo;122158;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
AFELEYGWHR;45.5922517;9.13216468;Attivo;122159;Non presente;Verificato;0;Limbiate;Preg;~B20~
YQDGGQMASD;45.4744041;9.16350457;Attivo;122160;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
GARTIUXSMD;45.466689;9.18402624;Attivo;122161;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
HTPNHOQLTX;45.4527564;9.18468852;Attivo;122162;Non presente;Verificato;0;Milano;AlexTies;~B7~~B20~
RSMPMVNECA;45.432712;9.1107653;Attivo;122163;Non presente;Non verificato;0;Corsico;SYSTEM;~B20~
DFJUMAHFCU;45.589843;9.26126238;Attivo;122165;Non presente;Verificato;0;Monza Via Giusti;Preg;~B20~
OJNXFOPYGF;45.577504;9.2448193;Attivo;122166;Non presente;Non verificato;0;Monza;SYSTEM;~B20~
RAUMCMTCVY;45.5720882;9.25551893;Attivo;122167;Non presente;Verificato;0;Monza Via Molise;Preg;~B20~
EMYOMXRDRC;45.5368077;9.12635013;Attivo;122170;Non presente;Verificato;0;Novate M. dep. Trenord;Preg;~B20~
AMJTNCJRQY;45.5681648;9.17431735;Attivo;122173;Non presente;Verificato;0;Paderno D. SS35;Preg;~B20~
JHYWPLLVLT;45.7072939;9.28026655;Attivo;122176;Non presente;Verificato;0;Besana In Brianza;Preg;~B20~
TNDHIMARBA;45.6977128;9.26320122;Attivo;122177;Non presente;Verificato;0;Villa Raverio;Preg;~B20~
BWQBLEOCCC;45.6179341;9.23589471;Attivo;122181;Non presente;Verificato;0;Lissone S. Giorgio;Preg;~B20~
KTTLQCXCFA;45.6285536;9.3318253;Attivo;122184;Non presente;Non verificato;0;Arcore;SYSTEM;~B20~
XWOYTLVVVX;45.621268;9.322301;Attivo;122185;Non presente;Verificato;0;Arcore Via Croce;Preg;~B20~
FLWBOOKIGH;45.59959;9.303701;Attivo;122187;Non presente;Verificato;0;Villasanta;Preg;~B20~
FCFGUDFLAI;45.6631604;9.26411517;Attivo;122192;Non presente;Verificato;0;Triuggio;Preg;~B20~
ANOOYCNAOR;45.619077;9.280695;Attivo;122193;Non presente;Verificato;0;Monza Autodromo F1;Preg;~B20~
DKLYHMIPOY;45.443989;9.119623;Attivo;122194;Non presente;Non verificato;0;Milano;SYSTEM;~B20~
IYHWNHLJJQ;45.6473154;9.20887878;Attivo;122195;Non presente;Verificato;0;Seregno CENTRO;Preg;~B20~
PFWHGLELHV;45.6247154;9.19935665;Attivo;122197;Non presente;Verificato;0;Desio Ospedale;Preg;~B20~
NYMRNWYALN;45.4951255;9.28240504;Attivo;122200;Non presente;Verificato;0;Segrate Rovagnasco;Preg;~B20~
STDRTERVKO;45.4672793;9.27952861;Attivo;122201;Non presente;Verificato;0;Novegro-Tregarezzo;AlexTies;~B7~~B20~
MIDAFVMQSD;45.5235975;9.17698809;Attivo;122205;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
FDOVKEKEJE;45.5326599;9.19342655;Attivo;122206;Non presente;Verificato;0;Bresso V. Veneto SUD;Preg;~B20~
RADHXKVXAI;45.5297349;9.21642247;Attivo;122207;Non presente;Verificato;0;Sesto Carroponte;Preg;~B7~~B20~
LHGNMIRPKH;45.5311583;9.2460139;Attivo;122208;Non presente;Verificato;0;Sesto Via Marx;Preg;~B20~
HLEBVMLWWE;45.3985239;9.14759987;Attivo;122212;Non presente;Verificato;0;Assago Milanofiori Forum M2;Preg;~B20~
SGNRFPUUKY;45.3961736;9.29325056;Attivo;122215;Non presente;Verificato;0;San Giuliano Milanese;Preg;~B20~
WURGQSCWNG;45.432756;9.26491546;Attivo;122216;Non presente;Verificato;0;San Donato M. SP415;Preg;~B20~
QPLWVDYAQL;45.4989721;9.100747;Attivo;122217;Non presente;Non verificato;0;Milano;SYSTEM;~B7~~B20~
MXHEOVABGS;45.4750641;9.08351031;Attivo;122218;Non presente;Verificato;0;Milano;lucamonte;~B7~~B20~
TCFBAVOPPJ;45.4463313;9.0922933;Attivo;122219;Non presente;Non verificato;0;Cesano Boscone;SYSTEM;~B20~
CWSXJOEKMK;45.5278398;9.02991546;Attivo;122220;Non presente;Verificato;0;Rho OVEST;Preg;~B20~
HKLWGLFBRQ;45.5251947;9.05324181;Attivo;122221;Non presente;Verificato;0;Rho SUD Via Moscova;Preg;~B20~
REDETSSYOI;45.504568;9.08005946;Attivo;122223;Non presente;Verificato;0;Pero Pisacane;Preg;~B20~
JDRVMNHMAV;45.5124373;9.07399677;Attivo;122224;Non presente;Verificato;0;Pero C. Battisti;Preg;~B20~
SFLJRVXUSS;45.5313198;9.10941867;Attivo;122225;Non presente;Verificato;0;Baranzate NORD;Preg;~B20~
LFXSHLNJQN;45.5437291;9.11352918;Attivo;122226;Non presente;Verificato;0;Bollate Via Alpini;Preg;~B20~
PMSHLMXSRK;45.5438221;9.12590003;Attivo;122227;Non presente;Verificato;0;Bollate CENTRO;Preg;~B20~
HNDEIGUIPW;45.5325621;9.1352097;Attivo;122228;Non presente;Verificato;0;Novate M. CENTRO;Preg;~B20~
MTQFWLOUDQ;45.5697596;9.14058589;Attivo;122230;Non presente;Verificato;0;Paderno D. Cassina Amata;Preg;~B7~~B20~
RPDUNNUNGC;45.5918939;9.14802169;Attivo;122231;Non presente;Verificato;0;Varedo;Preg;~B20~
QDQWEKUBAM;45.5675787;9.30596146;Attivo;122233;Non presente;Verificato;0;San Damiano;Preg;~B20~
QYFXAWWFSN;45.5594851;9.15490951;Attivo;122234;Non presente;Verificato;0;Paderno D. Vill. Ambrosiano;Preg;~B20~
QBOAQENYFU;45.5439982;9.16239093;Attivo;122235;Non presente;Verificato;0;Cormano SS35;Preg;~B20~
POURMCYJEU;45.5527261;9.1732006;Attivo;122237;Non presente;Verificato;0;Cusano Milanino;Preg;~B20~
IWAWIDPOMK;45.5495362;9.20414468;Attivo;122238;Non presente;Verificato;0;Cinisello Campo Dei Fiori;Preg;~B20~
FEUJXEFJWX;45.5545914;9.21663437;Attivo;122239;Non presente;Verificato;0;Cinisello B. Centro;Preg;~B20~
MJVSHLYFEE;45.5624243;9.21228291;Attivo;122240;Non presente;Verificato;0;Cinisello Balsamo;Preg;~B20~
WGROEHMCQA;45.5485131;9.22480496;Attivo;122241;Non presente;Verificato;0;Cinisello B. Crocetta;Preg;~B20~
FAERNROEIE;45.5533954;9.2438064;Attivo;122242;Non presente;Verificato;0;Cinisello CC Auchan;Preg;~B20~
DACNLCKMOC;45.5661092;9.26271558;Attivo;122243;Non presente;Verificato;0;Monza Borgazzi SUD;Preg;~B20~
XVNEQBALRT;45.5658042;9.24261426;Attivo;122244;Non presente;Verificato;0;Monza S. Fruttuoso;Preg;~B20~
PCKTGOBRCS;45.579341;9.25875111;Attivo;122245;Non presente;Verificato;0;Monza Cavallotti;Preg;~B20~
AIMXBTBQNJ;45.5834488;9.2662522;Attivo;122246;Non presente;Verificato;0;Monza S. Gottardo;Preg;~B20~
BRJUCFUPCK;45.5842494;9.27536087;Attivo;122248;Non presente;Verificato;0;Monza Arengario;Preg;~B20~
MJESEXHFML;45.5707345;9.29186617;Attivo;122250;Non presente;Verificato;0;Monza ENPA;Preg;~B20~
YLOCXDNVYD;45.5837015;9.30746242;Attivo;122252;Non presente;Verificato;0;Monza Stadio;Preg;~B7~~B20~
RISMKOJHSV;45.5576053;9.25309115;Attivo;122253;Non presente;Verificato;0;Monza Bettola;Preg;~B20~
QDMOHNJMHN;45.518448;9.267889;Attivo;122255;Non presente;Verificato;0;Cologno SUD Via Milano;Preg;~B20~
RSRVOWOMWN;45.511307;9.340084;Attivo;122261;Non presente;Verificato;0;Cernusco sul Naviglio;Preg;~B20~
